Goober Reason,station_id,wrcc_id,period_record_start,period_record_stop,nesdis_id,station_name,state,county,latitude,longitude,elevation,station_status,class,agency,region,unit,transmit_time,tx_frequency,obs_frequency,site_description,goes,maintenance_standard,time_zone,avg_annual_precip
,450911,WJEF,1/1/2005,12/31/2022,32463392,JEFFERSON CREEK,WA,Mason,47.54910,-123.21759,2408,Active,Permanent,USFS,06,OLYMPIC NF,36:20:00,60,60,FIRE WX FORECAST ZONE: 652,West,Yes,PST,121.61
,352915,OQUA,1/1/2005,12/31/2022,3245420C,QUAIL PRAIRIE LOOKOUT,OR,Curry,42.24222,-124.04528,3183,Active,Permanent,USFS,06,ROGUE RIVER/SISKIYOU,39:10:00,60,60,"FIRE WX ZONE: 619 This site is next to a fire lookout tower
site is approx. 100ft from it. This is a tower tpye RAWS.",West,Yes,PST,121.31
,350216,OSFK,1/1/2005,12/31/2022,6000F2EA,SOUTH FORK,OR,Tillamook,45.59528,-123.48361,2257,Active,Permanent,S&PF,OREGON,DEPT OF FORESTRY,12:30:00,60,60,,West,Yes,PST,120.31
,451613,WGOH,1/1/2005,12/31/2022,32407E84,GOLD HILL,WA,,48.24294,-121.54614,3350,Active,Permanent,USFS,06,MT. BAKER/SNOQUALMIE,28:40:00,60,60,FIRE WX FORECAST ZONE: 658. Western WA FDOP.,West,Yes,PST,119.88
,450321,WBLA,1/1/2005,12/31/2022,521483C4,BLACK KNOB,WA,Grays Harbor,47.41374,-124.10310,618,Active,Permanent,BIA,Northwest,Taholah Agency,31:10:00,60,60,,West,Yes,PST,118.58
,450130,WELL,1/1/2005,12/31/2022,300020B2,ELLIS MT,WA,Clallam,48.12944,-124.30528,2305,Active,Permanent,S&PF,WASHINGTON,DEPT. OF NATURAL RES,0:30:00,60,60,,West,Yes,PST,118.38
,450407,WHUC,1/1/2005,12/31/2022,30004554,HUCKLEBERRY RIDGE,WA,Pacific,46.50222,-123.38444,2425,Active,Permanent,S&PF,WASHINGTON,DEPT. OF NATURAL RES,11:20:00,60,60,,West,Yes,PST,115.87
,352922,OFLY,1/1/2005,12/31/2022,600074FE,FLYNN PRAIRIE,OR,Curry,42.39556,-124.37861,1543,Active,Permanent,S&PF,OREGON,DEPT OF FORESTRY,13:50:00,60,60,,West,Yes,PST,114.53
,450105,WFOR,5/23/2011,12/31/2022,AAAF336A,FORKS,WA,Clallam,47.95528,-124.38497,303,Active,Permanent,S&PF,WASHINGTON,DEPT. OF NATURAL RES,33:00:00,60,60,,West,Yes,PST,114.26
,451929,WTCR,7/28/2008,12/31/2022,30001528,THREE CORNER ROCK,WA,Skamania,45.72083,-122.03722,3450,Active,Permanent,S&PF,WASHINGTON,DEPT. OF NATURAL RES,0:00:00,60,60,,West,Yes,PST,114.05
,451921,WCAN,1/1/2005,12/31/2022,326190B0,CANYON CREEK,WA,,45.92944,-122.20278,2500,Active,Permanent,USFS,06,GIFFORD PINCHOT NF,52:50:00,60,60,,West,Yes,PST,113.67
,501040,ATHO,1/1/2005,12/31/2022,326F94D8,THORNE RIVER,AK,Prince of Wales-Outer Ketchikan,55.69674,-132.54030,505,Active,Permanent,USFS,10,TONGASS NF,54:50:00,60,60,,West,Yes,AKST,112.6
,451301,WLAR,1/1/2005,12/31/2022,3008B176,LARCH MT.,WA,Clark,45.72306,-122.34528,1150,Active,Permanent,S&PF,WASHINGTON,DEPT. OF NATURAL RES,9:20:00,60,60,,West,Yes,PST,110.91
,451415,WSUM,1/1/2005,12/31/2022,300063B8,SUMAS,WA,Whatcom,48.90774,-122.22338,3406,Active,Permanent,S&PF,WASHINGTON,DEPT. OF NATURAL RES,9:50:00,60,60,,West,Yes,PST,106.76
,40101,CCSX,1/1/2005,12/31/2022,333135A8,CAMP SIX,CA,Del Norte,41.83095,-123.87650,3698,Active,Permanent,USFS,05,SIX RIVERS NF,59:10:00,60,60,"Ridgetop station, located at old Camp Six Lookout site. In service on 07/13/2004. Station receives strong coastal influence, rain, fog, drizzle and high winds. Moderate summer temps are reached. Ground cover is brush and mixed conifer. Good NE wind station.",West,Yes,PST,105.44
,352920,OREM,1/1/2005,12/31/2022,324D16D6,RED MOUND,OR,Curry,42.12333,-124.30028,1753,Active,Permanent,BLM,R9 Columbia Pac NW,COOS BAY,21:50:00,60,60,"SITE SITS ON RIDGELINE AMIDST 3' - 4' MANZANITA BRUSH.
VIEW OF THE PACIFIC OCEAN IS 2 MILES DUE WEST.  MICROWAVE
TOWERS ARE 100 YDS. DUE SOUTH.",West,Yes,PST,104.94
,451924,WDRC,1/1/2005,12/31/2022,3286C772,DRY CRK,WA,Skamania,45.94361,-121.98750,2700,Active,Permanent,USFS,06,GIFFORD PINCHOT NF,25:40:00,60,60,,West,Yes,PST,103.8
Winter deactivation: last obs 8/21/24,501028,AZAR,1/1/2005,12/31/2022,32492676,ZAREMBO,AK,Wrangell-Petersburg,56.30000,-132.84861,900,Deactive,Permanent,USFS,10,TONGASS NF,55:20:00,60,60,"RIDGE TOP
FIRE WX FORECAST ZONE: 40",West,Yes,AKST,101.37
,40430,CSLC,1/23/2012,12/31/2022,3274B602,SLATE CREEK,CA,Humboldt,41.34176,-123.65997,4178,Active,Permanent,USFS,05,SIX RIVERS NF,57:24:00,60,60,"Ridge top station. Station is located near Slate Creek Butte, within the confluence of the Klamath River. Station installed 11/2010, activated 6/2011. Station receives low coastal influence, with moderate summer temps. Ground cover is brush and mixed conifer.",West,Yes,PST,100.99
,353114,OONI,1/1/2005,12/31/2022,3245517A,ONION MOUNTAIN LOOKOUT,OR,Josephine,42.45408,-123.61613,4429,Active,Permanent,USFS,06,ROGUE RIVER/SISKIYOU,45:40:00,60,60,"fire wx forecast zone 620  Located at the onion mountain
lookout.",West,Yes,PST,100.9
,494002,HPUA,2/27/2012,12/31/2022,32D6062E,PUU ALII,HI,Kalawao,21.14083,-156.90232,3805,Active,Permanent,NPS,PACIFIC WEST,KALAUPAPA NHP,22:40:00,60,60,,West,Yes,HST,100.75
,352813,OBKL,1/1/2005,12/31/2022,3245349C,BALD KNOB,OR,Coos,42.69361,-124.03944,3630,Active,Permanent,USFS,06,ROGUE RIVER/SISKIYOU,39:00:00,60,60,"FIRE WX FORECAST ZONE: 619
located  on the Powers Ranger dist. on the north side of th.
Bald Knob Lookout.",West,Yes,PST,100.51
,350726,OWAN,1/1/2005,12/31/2022,32407056,WANDERERS PEAK,OR,Clackamas,45.10919,-122.19641,4350,Active,Permanent,USFS,06,MT. HOOD NF,7:50:00,60,60,FIRE WX FORECAST ZONE: 607,West,Yes,PST,99.97
,352024,OYEL,1/1/2005,12/31/2022,3249E368,YELLOWSTONE MTN.,OR,Linn,44.59222,-122.42778,3080,Active,Permanent,BLM,R9 Columbia Pac NW,SALEM,17:30:00,60,60,"SITE SITS IN OLD BURN TURNED PLANTATION.  LOCATED AT 50 YDS
FROM TOP OF RIDGE WITH SNOWPEAK APPROX. 2 MILES NORTHWEST OF
SITE.  SURROUNDING AREA IS DOUGLAS FIR FORESTS.",West,Yes,PST,99.32
,450121,WTOM,1/1/2005,12/31/2022,3260A7D0,TOMS CREEK,WA,Clallam,48.02234,-123.95830,2400,Active,Permanent,USFS,06,OLYMPIC NF,25:50:00,60,60,FIRE WX FORECAST ZONE: 652,West,Yes,PST,98.53
,351710,ORCK,1/1/2005,12/31/2022,600113E2,ROCKHOUSE 1,OR,Polk,44.92500,-123.46944,1797,Active,Permanent,S&PF,OREGON,DEPT OF FORESTRY,12:50:00,60,60,,West,Yes,PST,98.12
,501013,AHON,1/1/2005,12/31/2022,32493500,HOONAH,AK,Skagway-Hoonah-Angoon,57.80825,-135.08892,450,Active,Permanent,USFS,10,TONGASS NF,55:40:00,60,60,"VALLEY
FIRE WX FORECAST ZONE 40",West,Yes,AKST,97.16
,40102,CGA2,5/30/2014,12/31/2022,3239C028,GASQUET 2,CA,Del Norte,41.83828,-123.94534,452,Active,Permanent,USFS,05,SIX RIVERS NF,50:30:00,60,60,"VALLEY , located at the Gasquet Ranger Station.  Station
converted to RAWS (was micro-raws) replacing manual station
10/27/99 - Station has had AC since this date. Station has
voice-",West,Yes,PST,96.8
,451721,WFTA,1/1/2005,12/31/2022,3260924A,FIRE TRNG. ACADEMY,WA,King,47.45678,-121.66517,1580,Active,Permanent,USFS,06,MT. BAKER/SNOQUALMIE,7:40:00,60,60,FIRE WX FORECAST ZONE 659N,West,Yes,PST,96.36
,451208,WELR,1/1/2005,12/31/2022,30005622,ELK ROCK,WA,Cowlitz,46.31222,-122.38556,2500,Active,Permanent,S&PF,WASHINGTON,DEPT. OF NATURAL RES,1:50:00,60,60,"Located in SW Washington state, Pacific Cascade DNR Region.",West,Yes,PST,96.07
,40425,CSHH,1/1/2005,12/31/2022,FA6371A8,SCHOOLHOUSE,CA,Humboldt,41.13844,-123.90679,2653,Active,Permanent,NPS,PACIFIC WEST,REDWOOD NAT'L. PARK,1:10:00,60,60,"Station is located in the Bald Hills region of Redwood NP.
Site is grassland near Oak stands and second growth conifer
Schoolhouse LO is 1.7 mi NE and 450 ft higher in elevation.",West,Yes,PST,94.4
,514801,PMAR,1/1/2005,12/31/2022,78A01308,MARICAO,PR,Maricao,18.16167,-67.02611,1618,Active,Permanent,USFS,08,NF'S IN PUERTO RICO,45:50:00,60,60,,East,Yes,AST,93.81
,451409,WKID,1/1/2005,12/31/2022,3261C0CC,KIDNEY CREEK,WA,,48.92022,-121.94264,3485,Active,Permanent,USFS,06,MT. BAKER/SNOQUALMIE,28:50:00,60,60,FIRE WX ZONE: 658,West,Yes,PST,90.96
,451611,WJOH,1/1/2005,12/31/2022,3261D3BA,JOHNSON RIDGE,WA,Snohomish,47.79992,-121.28600,2028,Active,Permanent,USFS,06,MT. BAKER/SNOQUALMIE,29:10:00,60,60,FIRE WX FORECAST ZONE 658,West,Yes,PST,89.35
,352545,OGOO,1/1/2005,12/31/2022,3260E4DA,GOODWIN PEAK,OR,Lane,43.92806,-123.89028,1800,Active,Permanent,USFS,06,SIUSLAW NF,1:30:00,60,60,FIRE WX FORECAST ZONE 612,West,Yes,PST,88.93
,350505,ORYE,1/1/2005,12/31/2022,324B73FE,RYE MOUNTAIN,OR,Yamhill,45.21731,-123.53578,2000,Active,Permanent,BLM,R9 Columbia Pac NW,SALEM,14:40:00,60,60,"STATION SITS IN BURNT OUT AREA WITH GRASS/STUMPS/LOGS.
FUR SEEDLINGS HAVE GROWN TO 20 TO 30 FEET TALL.
MUTANT FERNS GROW UPTO 7 FEET TALL, ALL AROUND STATION.",West,Yes,PST,88.54
,352554,OPEB,1/1/2005,12/31/2022,3262D4B4,PEBBLE,OR,Lane,44.23667,-121.99500,3450,Active,Permanent,USFS,06,WILLAMETTE NF,53:40:00,60,60,"FIRE WX FORECAST ZONE: 608
SITE SITS INSIDE PEBBLE TREE SEED ORCHARD",West,Yes,PST,88.29
,350727,OHOR,1/1/2005,12/31/2022,3249F01E,HORSE CREEK,OR,Clackamas,44.94081,-122.40081,3402,Active,Permanent,BLM,R9 Columbia Pac NW,SALEM,27:30:00,60,60,"STATION SITS MID-SLOPE IN GRASS/STUMPS/DEADFALL/AND
FUR SEEDLINGS FROM 2 TO 10 FEET TALL. HEAVY TIMBER IN ALL
DIRECTIONS FROM 1/2 TO 4 MILES AWAY.",West,Yes,PST,87.85
,353044,OBRR,5/10/2005,12/31/2022,3263432C,BURNT RIDGE,OR,Coos,43.20278,-123.71750,2955,Active,Permanent,BLM,R9 Columbia Pac NW,COOS BAY,35:00:00,60,60,"STATION LOCATED ON CLEARED OFF MTN TOP.
SURROUNDING AREA IS MOSTLY LOWER MOUNTAINS AND
VALLEYS. MOSTLY CONIFER FOREST AND GROUND FOLIAGE
(COASTAL FERNS AND GRASSES), TREE HEIGHTS 30-50 FEET.",West,Yes,PST,86.88
,352552,OTRO,1/1/2005,12/31/2022,324A0794,TROUT CREEK,OR,Lane,44.11114,-122.57725,2268,Active,Permanent,BLM,R9 Columbia Pac NW,EUGENE,14:30:00,60,60,"STATION LOCATED ON SOUTH FACING SLOPE, 20 YDS ABOVE LOGGING
ROAD.  SITE SITS AMONG 30+ FOOT FIR TREES IN A PLANTATION.
RIDGE RUNS NORTH BEHIND SITE.
SHADOWING FROM THE NORTH DUE TO TREES AND RIDGE.  ACTIVE
LOGGING TO ALL POINTS AROUND SITE.",West,Yes,PST,86.07
,350208,OTIL,1/1/2005,12/31/2022,60010094,TILLAMOOK,OR,Tillamook,45.45722,-123.80250,11,Active,Permanent,S&PF,OREGON,DEPT OF FORESTRY,12:40:00,60,60,,West,Yes,PST,85.88
,450306,WMIN,1/1/2005,12/31/2022,3000C340,MINOT PEAK,WA,Grays Harbor,46.89222,-123.41694,1768,Active,Permanent,S&PF,WASHINGTON,DEPT. OF NATURAL RES,0:10:00,60,60,,West,Yes,PST,85.2
,451209,WABE,1/1/2005,12/31/2022,3000B5D0,ABERNATHY MTN.,WA,Cowlitz,46.34278,-123.08333,2000,Active,Permanent,S&PF,WASHINGTON,DEPT. OF NATURAL RES,1:40:00,60,60,,West,Yes,PST,84.9
,353046,OCHR,1/1/2005,12/31/2022,60001118,CHARLOTTE RIDGE,OR,Douglas,43.67006,-123.94217,1220,Active,Permanent,S&PF,OREGON,DEPT OF FORESTRY,8:20:00,60,60,Ridgetop site.,West,Yes,PST,84.69
,352919,OCAL,1/1/2005,12/31/2022,32678308,CALVERT PEAK,OR,Curry,42.77908,-123.73464,3822,Active,Permanent,BLM,R9 Columbia Pac NW,MEDFORD,41:10:00,60,60,"STATION SITS ON TOP OF CALVERT PEAK ON THE NW SIDE OF PAVED
RUNWAY.  THE AREA SURROUNDING THE SITE ARE FORESTED MTNS.
AND VALLEYS.",West,Yes,PST,84.62
,351604,OCAN,1/1/2005,12/31/2022,3260C236,CANNIBAL MOUNTAIN,OR,Lincoln,44.34889,-123.88667,1939,Active,Permanent,USFS,06,SIUSLAW NF,3:00:00,60,60,"LOCATED ON TOP OF CANNIBAL MTN. IN AN AREA THAT WAS CLEARED
IN 1985. THIS SITE HAS WEATHER INFO BACK TO 1964. CANNIBAL
WAS USED BACK IN THE 1930'S TO THE EARLY 70'S AS A FIRE
LOOKOUT. THIS STATION REPRESENTS THE MAJORITY OF THE SIUSLAW
NATIONAL FOREST FOR FIRE DANGER RATINGS.",West,Yes,PST,84.48
,41304,CSDD,1/1/2005,12/31/2022,3274606A,SADDLEBACK,CA,Sierra,39.63614,-120.86399,6670,Active,Permanent,USFS,05,TAHOE NF,18:00:00,60,60,"RIDGETOP ADJACENT TO SADDLEBACK LOOKOUT. EXPOSED SITE WITH
PANARAMIC VIEW FROM ALL CARDINAL POINTS.",West,Yes,PST,84.08
,451105,WKOS,1/1/2005,12/31/2022,3000D036,KOSMOS,WA,Lewis,46.52389,-122.19000,2100,Active,Permanent,S&PF,WASHINGTON,DEPT. OF NATURAL RES,11:10:00,60,60,,West,Yes,PST,83.82
,352816,OSIG,1/1/2005,12/31/2022,324FB3DA,SIGNAL TREE,OR,Coos,43.00167,-123.77861,3294,Active,Permanent,BLM,R9 Columbia Pac NW,COOS BAY,35:10:00,60,60,"THIS STATION IS LOCATED ON TOP OF A FLAT MOUNTIAN
PEAK NEAR THE SOUTH EDGE. THERE ARE THREE BUILDINGS
AND TWO TOWERS WITH MICROWAVE ANTENNA DISHES.",West,Yes,PST,83.09
,40404,CBMT,12/31/2005,12/31/2022,3266210A,BRUSH MOUNTAIN,CA,Humboldt,40.91393,-123.66878,3941,Active,Permanent,USFS,05,SIX RIVERS NF,46:40:00,60,60,"Mountain top station located within the Trinity River drainage. Strong coastal influence including fog, drizzle, high winds and precipitation. Receives moderate summer temperatures.",West,Yes,PST,81.65
,90701,GBRA,1/1/2005,12/31/2022,327357C4,BRASSTOWN,GA,Towns,34.80574,-83.71261,3280,Active,Permanent,USFS,08,CHATTAHOOCHEE&OCONEE,6:00:00,60,60,,West,Yes,EST,81.3
,451504,WMRB,1/1/2005,12/31/2022,FA64739C,MARBLEMOUNT,WA,Skagit,48.53944,-121.44611,357,Active,Permanent,NPS,PACIFIC WEST,NORTH CASCADES NP,12:10:00,60,60,,West,Yes,PST,80.23
,498011,HMLK,1/1/2005,12/31/2022,487016AC,MOLOKAI 1,HI,Maui,21.11500,-156.94750,2733,Active,Permanent,S&PF,HAWAII,DEPT OF LAND AND NR,37:22:00,60,60,"STATION IS TEMPORAY AT CURRENT LOCATION
STATION IS ON TOP OF A RIDGE IN AN OPENING SUROUNDED BY
LARGE EVERGREEN TREES AND HEAVY VEGITAION. THERE IS A STEEP
CANYON DIRECTLY TO THE EAST AND THE ROAD IS TO THE NORTHWEST",West,Yes,HST,80.12
,496009,HPAL,1/1/2005,12/31/2022,FA900222,PALI2,HI,Hawaii,19.31750,-155.29222,2808,Active,Permanent,NPS,PACIFIC WEST,HAWAII VOLCANOES NP,1:30:00,60,60,"SITE SITS TWO MILES INLAND FROM THE OCEAN. 150 FT. OFF
PARK ROAD. PARK SERVICE PERSONNEL HAVE TO ESCORT YOU TO
STATION.",West,Yes,HST,79.93
,496035,HNEN,2/21/2012,12/31/2022,32D64524,NENE CABIN CS,HI,Hawaii,19.25639,-155.61444,6581,Active,Permanent,NPS,PACIFIC WEST,HAWAII VOLCANOES NP,23:20:00,60,60,,West,Yes,HST,79.63
,315803,NHIG,1/1/2005,12/31/2022,333667E0,HIGHLANDS,NC,Macon,35.08611,-83.21750,3915,Active,Permanent,USFS,08,NF'S IN N. CAROLINA,17:25:00,60,60,,East,Yes,EST,79.18
,351909,OBOU,1/1/2005,12/31/2022,3236E056,BOULDER CREEK,OR,Marion,44.72194,-122.00306,3570,Active,Permanent,USFS,06,WILLAMETTE NF,58:40:00,60,60,FIRE WEATHER FORECAST ZONE: 608,West,Yes,PST,78.84
,40635,COAM,1/1/2005,12/31/2022,323AD450,OAK MOUNTAIN,CA,Shasta,41.00633,-121.98443,2646,Active,Permanent,USFS,05,SHASTA TRINITY NF,26:50:00,60,60,"VALLEY SITE. STATION SITS ON THE UPPER 1/3 OF THE SLOPE,
APPROX 50-60 YDS WEST OF THE MAIN ROAD.",West,Yes,PST,78.2
,150105,HHAK,1/1/2005,12/31/2022,8374D370,HAKALAU,HI,Hawaii,19.82094,-155.33300,6549,Active,Permanent,FWS,REGION 1,HAKALAU NWR,45:00:00,60,60,,West,Yes,HST,77.75
,520100,AMME,2/25/2014,12/31/2022,32D633B4,AMME CS,MP,,15.21778,145.71772,25,Active,Permanent,NPS,PACIFIC WEST,AMERICAN MP,23:10:00,60,60,,West,Yes,ChST,77.59
,352546,OSUG,1/1/2005,12/31/2022,323653D8,SUGARLOAF,OR,Lane,43.66361,-122.62917,4328,Active,Permanent,USFS,06,UMPQUA NF,6:40:00,60,60,"STATION SITS ON THE SOUTH FACING SLOPE OF A MTN. ABRUPT EDGE
ON SOUTH OF RAWS. MIXED CONIFER",West,Yes,PST,77.55
,40428,CWSS,1/1/2005,12/31/2022,FA657166,WESTSIDE,CA,Humboldt,41.22313,-124.05498,1287,Active,Permanent,NPS,PACIFIC WEST,REDWOOD NAT'L. PARK,43:40:00,60,60,,West,Yes,PST,76.72
,316102,NGUI,1/1/2005,12/31/2022,323E62E4,GUION FARM,NC,Henderson,35.21280,-82.58970,2701,Active,Permanent,S&PF,NORTH CAROLINA,DIV. OF FOREST RES.,10:00:00,60,60,,West,Yes,EST,76.14
,352819,OLON,1/1/2005,12/31/2022,60006788,LONG PRAIRIE,OR,Coos,42.95333,-124.22333,1093,Active,Permanent,S&PF,OREGON,DEPT OF FORESTRY,13:40:00,60,60,"Ridgetop, cow pasture, mixed conifer surround",West,Yes,PST,75.12
,316001,NDAV,1/1/2005,12/31/2022,3335167E,DAVIDSON RIVER,NC,,35.34875,-82.77542,3355,Active,Permanent,USFS,08,NF'S IN N. CAROLINA,35:35:00,60,60,,East,Yes,EST,74.88
Winter deactivation: last obs 8/22/24,501026,AKAK,1/1/2005,12/31/2022,324913EC,KAKE,AK,Wrangell-Petersburg,56.97389,-133.66000,400,Deactive,Permanent,USFS,10,TONGASS NF,55:30:00,60,60,Flat Muskeg,West,Yes,AKST,74.75
,451115,WHAG,1/1/2005,12/31/2022,32617342,HAGER CREEK,WA,,46.56444,-121.62778,3600,Active,Permanent,USFS,06,GIFFORD PINCHOT NF,53:30:00,60,60,FIRE WX ZONE: 659,West,Yes,PST,74.15
,451119,WOHA,1/1/2005,12/31/2022,FA65211A,OHANAPECOSH,WA,,46.73111,-121.57111,1950,Active,Permanent,NPS,PACIFIC WEST,MT. RAINIER NP,41:40:00,60,60,,West,Yes,PST,73.97
,352916,OAGN,1/1/2005,12/31/2022,326202DC,AGNESS2,OR,Curry,42.55222,-124.05778,247,Active,Permanent,USFS,06,ROGUE RIVER/SISKIYOU,39:20:00,60,60,FIRE WX FORECAST ZONE: 620,West,Yes,PST,73.39
,90802,GTAL,1/1/2005,12/31/2022,327381AC,TALLULAH,GA,Rabun,34.90583,-83.33444,2728,Active,Permanent,USFS,08,CHATTAHOOCHEE&OCONEE,16:35:00,60,60,Electric fence surrounds station in open grass field.,East,Yes,EST,73.16
last obs 2023-10-25T15:00-08:00,450124,WHUR,1/1/2005,12/31/2022,3280A25A,HURRICANE,WA,Clallam,47.97038,-123.49870,5262,Deactive,Permanent,NPS,PACIFIC WEST,OLYMPIC NP,28:20:00,60,60,"Station is located on a E/W ridgetop between the Elwha River
and the northern foothills of the Olympics.  The DCP is
housed in a radio repeater building, and instrument towers
adjoin the building.  Building and towers are located in a
small opening in clumps of subalpine fir trees.",West,Yes,PST,72.74
,41901,CDUN,1/1/2005,12/31/2022,3274731C,DUNCAN,CA,Placer,39.14356,-120.50939,7182,Active,Permanent,USFS,05,TAHOE NF,18:10:00,60,60,Located at Duncan Peak Lookout.,West,Yes,PST,72.3
,40427,CYUR,1/1/2005,12/31/2022,15C19352,NOTCHKO,CA,Humboldt,41.28972,-123.85750,477,Active,Permanent,BIA,Pacific,North. Calif. Agency,45:00:00,60,60,,West,Yes,PST,72.24
,451809,WASH,12/31/2005,12/31/2022,FA6184D8,ASHFORD,WA,Pierce,46.75522,-122.10975,1421,Active,Permanent,S&PF,WASHINGTON,DEPT. OF NATURAL RES,10:00:00,60,60,"Site located in maintained school yard.  Perimiter trees approximately 200' away to the North, East and West, and 400' to the south.",West,Yes,PST,71.72
,350308,OMLL,1/1/2005,12/31/2022,6000E19C,MILLER,OR,Columbia,46.02250,-123.27167,1031,Active,Permanent,S&PF,OREGON,DEPT OF FORESTRY,12:20:00,60,60,,West,Yes,PST,71.62
,351811,OWIL,1/1/2005,12/31/2022,324AD1FC,WILKINSON RIDGE,OR,Benton,44.33247,-123.71797,1346,Active,Permanent,S&PF,OREGON,DEPT OF FORESTRY,57:14:00,60,60,"STATION SITUATED ON SMALL FINGER RIDGE OVERLOOKING
THE MISSOURI BEND RECREATION SITE ON THE ALSEA RIVER.
IMMEDIATE AREA IS REASONABLY NEW PLANTATION.
RIDGE RUNS EAST TO WEST OLD BURN MANY STUMPS, SLASH,
MIXED FERNS VINES AND GRASSES.",West,Yes,PST,71.09
,499908,HSCH,1/1/2005,12/31/2022,325AB384,SCHOFIELD EAST,HI,Honolulu,21.49944,-157.99333,1250,Active,Permanent,DOD,NOT APPLICABLE,SCHOFIELD BARRACKS,58:30:00,60,60,"SITE IS LOCATED .1 MILES SOUTH OF CENTER LINE ROAD AT
SCHOFIELD EAST TRAINING RANGE. DROP ZONE STARTS 100 YDS N.
RAVINE 25' SOUTH RUNNING NE-SW.
SITS IN OPEN AREA W/TREES 100YDS BOTH EAST AND WEST.",West,Yes,HST,70.95
,352553,OBRU,1/1/2005,12/31/2022,324A2178,BRUSH CREEK,OR,Lane,44.28428,-122.84942,2130,Active,Permanent,BLM,R9 Columbia Pac NW,EUGENE,14:40:00,60,60,"STATION LOCATED ON KNOB AT END OF ROAD. (TURNAROUND)
FRESH CLEAR CUT SOUTH OF STATION & DOWN HILL @ 1/2 MI.
HIGH TENSION LINES EAST OF STATION 2 1/2 - 3 MI.",West,Yes,PST,70.92
